0.4609235399228815,-1.0,0.26729707682467796,-0.6407220146040066,0.11353491502104954,-0.24578515027157355,-0.120926620597437,0.10426272111587448,-0.4623922582626332,0.29951983190361525,-0.5643750587792722,-0.07559986090144524,-0.18359606631308567,-0.15208205459922122,0.1505650757777396,0.10415491633333518,0.5323512260187255,0.2839034414679351,0.9364243393209818,0.2853380983729898;1,0,0,0,0
0.7744678516567918,-1.0,0.42171990424242034,-0.6500011426959447,0.194237362505086,-0.19503605922127587,-0.10272083368771111,0.23268572286919023,-0.5125125112041402,0.5058996613514668,-0.7660193109501867,0.21232779994181392,-0.42679662284196684,-0.10467412771560225,0.0724515679267634,0.0006583278472680892,0.49846088854880477,0.29081331338970906,0.9587996488918148,0.5141540487162609;1,0,0,0,0
1.0,-0.28856233620366933,0.6451329624778905,-0.05571885862569205,0.2485203301501273,0.1287349678339589,-0.1724454077055347,0.223979782852864,-0.6077565154324852,0.20522055999997907,-0.717708723324598,-0.1943299240236005,-0.34871135427872146,-0.3301198053163612,0.05751785751972099,-0.17774241856982428,0.41026090965605705,0.09137285274853182,0.736802695619618,0.36250467989517027;1,0,0,0,0
0.6684532204983544,-0.9043723554301832,0.49368653546181607,-0.5063199444544266,0.26131222943460775,-0.13715494714666496,-0.02855701923124839,0.18887671833797154,-0.42208559241494914,0.33286318758815253,-0.536436295251528,-0.06184319363054768,-0.18248315584905722,-0.18467324870709906,0.1906337224965235,0.041271878310642884,0.5880031641565185,0.22143539824370775,1.0,0.3409496944052658;1,0,0,0,0
0.9018380125227227,-0.8767925671581503,0.5146716621596897,-0.6532295292572464,0.1954032700400915,-0.3121473621426976,-0.09853695440913815,0.04417550445552046,-0.4426310489058165,0.32296505756412824,-0.6469400121187643,0.009685332736262252,-0.27544079392938275,-0.1569379923247832,0.16217608748421203,-0.023071394939662187,0.5764584006050075,0.19299591409769642,1.0,0.34477883255907876;1,0,0,0,0
1.0,-0.4086519275281349,0.5651422138944358,-0.1868997364421252,0.25147927853585306,0.21200543692427928,-0.16489196269025483,0.4295634128821132,-0.6354354082081087,0.3569023681507383,-0.7900869981642588,-0.11913353092446302,-0.4586404369460484,-0.4275436160509985,0.015718680878508733,-0.2949956101843724,0.3868083629257082,0.04368441049534641,0.7442732859765344,0.38694229387820234;1,0,0,0,0
1.0,-0.6450353565114907,0.5923014948229549,-0.45934627973750974,0.2593823788820343,-0.1264271637965892,-0.030107335431516828,0.2437932517544398,-0.42794534674606055,0.4246464348850914,-0.685253388332351,0.06508265880052244,-0.4608632577925358,-0.27165586328815544,-0.0022915247403578476,-0.20546331123244682,0.3768155040736013,0.0638367179804959,0.7779905715969357,0.2833677077195051;1,0,0,0,0
0.5083115027387473,-1.0,0.22374434548364275,-0.680091333498486,0.02663430016071332,-0.3078753080940129,-0.05205982058125519,0.11054974356784478,-0.2930002831686656,0.40662062395808524,-0.49059299833293646,0.05457734966701684,-0.2785895853924416,-0.2253393665158371,0.034743652465063384,0.03850722905127098,0.37627420128628547,0.29665131521374766,0.7886163372231483,0.3913312693498452;1,0,0,0,0
0.6925779534475187,-0.8149821193299452,0.3745361747932704,-0.49199583677409064,0.11402884314044211,-0.11754901524293933,-0.05719594805709113,0.30479356939047425,-0.41357207680839325,0.2877294352469808,-0.5678524374176547,-0.13060530698414835,-0.19988731268881255,-0.2800677583286278,0.18887015438395893,-0.04892624873762213,0.5547746192697184,0.2195034459019667,1.0,0.30403413012108665;1,0,0,0,0
1.0,-0.3144818119423473,0.6137818105534231,-0.022594416827425006,0.17029410485348045,0.17499004557961081,-0.3082723751155131,0.22745367192862043,-0.7747925127095578,0.14439385530936127,-0.7840250330857542,-0.26000099377240826,-0.3494301354514199,-0.43061084420041185,0.03280767840464474,-0.133287036763509,0.3761176104282794,0.2096380828518891,0.7806451612903226,0.44680851063829785;1,0,0,0,0
-1.0,0.4626019142148172,-0.7766003423727459,0.1150448392794812,-0.49179760078616397,-0.18678648793617378,-0.15162060975793998,-0.41836602570289066,0.25209523698150854,-0.43565690502611853,0.30712761775737224,-0.07538857222411866,0.2974228004847542,-0.01909150757077034,0.6599840614348733,0.14598193452952082,0.4862023491728412,0.4796152433728614,0.07965766951942044,0.5456525041778496;0,1,0,0,0
-0.9176522955614907,1.0,-0.9154896707000546,0.46324287971707634,-0.7678508661060919,-0.047160348937108396,-0.5056418558566103,-0.5115562320932321,-0.08408346092569076,-0.8069439145364368,0.1269871550298867,-0.4122826084477626,0.03454020441843851,-0.10664438683340868,0.4923884168244541,-0.04627367143702378,0.559900801220908,0.47603934871547493,0.1552206536945185,0.7082538471321378;0,1,0,0,0
-0.9867771673340162,0.820374336530403,-0.9429772310913063,0.18237544825013016,-0.7115856503778116,-0.4068611323766349,-0.2000352495261968,-0.7795773321748253,0.3090604339323959,-0.7733654120740018,0.1120197770086033,-0.2126339027487886,-0.0071208209005623,0.0005587112394076655,0.5721398430531193,0.13003254950134083,0.45953407983217853,0.7360148539605393,-0.15373870937703704,0.7410373405345002;0,1,0,0,0
-1.0,0.7916240111679852,-0.9648208469055375,0.22903070793997546,-0.7905317536322369,-0.30238291864424593,-0.33804433321305005,-0.6055751090313565,0.22041943978182948,-0.6741740344346209,0.3500168057633849,-0.230054032380416,-0.06153539434534705,-0.07619920312255461,0.5058639502014703,-0.08785481619357843,0.5713355048859936,0.4021661378221932,0.10228013029315969,0.5922754769660308;0,1,0,0,0
-1.0,0.62618531563262,-0.6723339984050767,0.23308989111707906,-0.3681280505248057,-0.1909168807616302,-0.08600588289930858,-0.6142833148085077,0.3668238003251758,-0.6986467162014811,0.393559547780278,-0.20668785493660646,-0.05761970483314394,-0.049918721213763215,0.3291551802928138,0.10150684650793142,0.1977444353792448,0.5843606851842886,-0.28027634787320493,0.62618531563262;0,1,0,0,0
-1.0,0.478440987487318,-0.8119399583299987,0.01078223570417879,-0.5058745406860159,-0.4143993855906161,-0.051270144968159445,-0.629100439634765,0.3955021981738247,-0.5702157794270841,0.1653506553764504,-0.11918245426588409,0.14763387722510907,0.05757524518092645,0.48410551234359134,0.3628586654146141,0.16421225650082877,0.6888738586405139,-0.34655055799797096,0.6667230300980722;0,1,0,0,0
-1.0,0.5059743231219018,-0.6912603162456786,0.17854899045439884,-0.40701966884448937,-0.1848166429898057,-0.09571636532928905,-0.5123935426464978,0.24730875150983422,-0.45162349712369815,0.09710125075597428,-0.06215395702289075,0.24711206529330831,0.02014745137917905,0.5415660353374858,0.22185674784450926,0.2776063191181113,0.5246599720350835,-0.18717427227659839,0.5246599720350835;0,1,0,0,0
-0.745012048192771,1.0,-0.7197108433734939,0.4714518679269172,-0.5619651717518379,-0.026420370416836602,-0.29590815966515494,-0.48856922283836457,0.0643253137571496,-0.8609437792845115,0.30920481927710847,-0.5000373767780536,0.02869291024202949,-0.10371994909691823,0.2917734910351367,-0.08795180722891555,0.45929790141185006,0.29385179410146905,0.01402409638554222,0.4265060240963856;0,1,0,0,0
-0.7139408196112417,1.0,-0.6634013125780848,0.5029818996392699,-0.5715058161804787,0.01452137101349879,-0.39042027102714855,-0.44636645829576355,-0.03195493578014018,-0.7258883248730964,0.2809830382567786,-0.45214166746635953,0.030748249584475015,-0.07614213197969544,0.402965949659196,0.03568849515876258,0.4471445176869023,0.5191177083871352,-0.033737773925962514,0.5736040609137056;0,1,0,0,0
-1.0,0.9234214551015951,-0.7917494988168883,0.4484214359121249,-0.5657476182159085,-0.02431895970383802,-0.2885094328668614,-0.4597430326883766,0.15620324438710434,-0.7061940135459908,0.39073432017919196,-0.3537867526590171,-0.01823966791255204,-0.08340988419581569,0.4135260783249986,0.06503555188705179,0.23056923635592264,0.4303583133056589,-0.2645837885077561,0.3217172820624865;0,1,0,0,0
-1.0,0.6621025132870914,-0.8344101786363631,0.16745671247737462,-0.6244890711784026,-0.31807146816331167,-0.22758595852389135,-0.6660338770026639,0.2913600893550154,-0.7399884378047001,0.24143831092391588,-0.24790659843953836,-0.05824214923756354,0.05855328348797407,0.44845836614277934,0.05483043375389461,0.3620305882497968,0.5161785820952174,-0.14422124132960987,0.4008647869561301;0,1,0,0,0
-1.0,0.8704144830871843,-0.7800904074277095,0.40527711921804044,-0.536072903095404,-0.044780621359726255,-0.2277013944233854,-0.47154314379209145,0.2345239403711202,-0.66133532974886,0.519090723473763,-0.30131532267389727,0.1860785450379724,0.02225549581433326,0.519090723473763,0.15697553263765013,0.3391463117165763,0.5253050940799096,-0.1898182808139931,0.5033008915810249;0,1,0,0,0
-0.8852352174428249,1.0,-0.696939143615692,0.48274775434512124,-0.5412566447088031,-0.04384471215869527,-0.29828744855358075,-0.5277582914630088,0.1748638508986578,-0.7268041237113404,0.4366631117430978,-0.32597571290519556,0.04707858035666773,0.043868214287247576,0.4485721056997277,0.09182938430670343,0.38607865244335376,0.5980426889478065,-0.15878658608839888,0.654639175257732;0,1,0,0,0
-0.9889844360741952,0.865539051950821,-0.7640674665588661,0.4064937309216987,-0.5919383711650095,-0.08678858753497146,-0.37566446622904537,-0.5668449923298489,-0.014714905850185244,-0.896951176177955,0.23374315969014323,-0.5299348919019954,0.02593391052308784,-0.07763210255204893,0.4650700021320451,0.06611897072978204,0.4905011409917238,0.5867499427976306,0.06850970080307048,0.788430104470187;0,1,0,0,0
-1.0,0.4391984971822167,-0.7269788927817551,0.1250586256141493,-0.48625473679291487,-0.22039873388389,-0.23800196593728445,-0.5612883701094697,0.15441604060642802,-0.6242321800724903,0.23356293049467744,-0.22494630450279854,0.11704072797861385,0.05268211229388445,0.4556042579837194,0.19396501536626587,0.44587214558040095,0.588734408374932,0.05264036735545808,0.6694635775412232;0,1,0,0,0
-0.9767928078611752,1.0,-0.7354860753710035,0.5924945034318323,-0.5754011990003294,0.1480559227573905,-0.3660861237959204,-0.27729140548987485,-0.08621867148283294,-0.6596869665407229,0.25897275071433523,-0.5961010473923158,0.13378601424440278,-0.15674675568482582,0.29444028056747384,-0.011080911561781301,0.4612331376530739,0.3742954706123102,0.042929820893441814,0.507422120008363;0,1,0,0,0
-1.0,0.5967170904409395,-0.746779896119246,0.2486289908223346,-0.5204111588842597,-0.11965402597142316,-0.23203607604898036,-0.44572382095777885,0.1579104768481064,-0.6008338320387226,0.3723849372384934,-0.25329879735746963,0.14815978286386786,0.050295318520103285,0.5201802381718696,0.12383399088700053,0.43067857552781813,0.5384234521516148,0.024010299324106615,0.6706147409076275;0,1,0,0,0
-1.0,0.5115820601281418,-0.6802946702883022,0.13437714112779603,-0.41586992475210705,-0.28411362773959065,-0.08637491381865496,-0.6435413010655247,0.3620186501206787,-0.6693243683499734,0.392028621105892,-0.20213092747857514,0.07525816819831607,0.040085427961228624,0.4873790382983978,0.2281427344322963,0.3043943544723707,0.652879215075298,-0.1605059963857401,0.7185805815672743;0,1,0,0,0
-1.0,0.6906984497416233,-0.709687437193654,0.2866677636772193,-0.46748160235083214,-0.14875259230639085,-0.19751959036864253,-0.5693582226001858,0.23266689270953364,-0.7056499303061372,0.2997277672348692,-0.21716411111317374,0.15253109739162027,0.050091681946991054,0.443907317886314,0.35472607287344915,0.09184722990013607,0.6309554415012194,-0.41023503917319565,0.6398566427737954;0,1,0,0,0
-1.0,0.4895667294594986,-0.7178697445129443,0.22834593327156394,-0.4330189279998733,-0.0358999361383797,-0.17319074642255974,-0.31854958106621,0.08273763738620453,-0.606117223165937,0.3178524851470801,-0.3713669084486654,0.2184007387233995,-0.018502173298098855,0.12534868451928072,0.09980211042837585,0.4113172004057382,0.2332433403863851,0.26177365599188523,0.5643385016664252;0,1,0,0,0
-0.06714933972365252,-0.7298730433895882,-0.4955104000130359,-0.4360428822254953,-0.14457213472874594,0.004215119956665038,0.22602355580482344,0.4609724985877826,0.010537506160633248,0.9001682557487382,-0.48759564805604794,0.6673526005545674,-0.24013875623865677,0.1799459784515166,0.23153719443702955,-0.21870274733494988,0.5837684433168224,-0.4410792525522248,1.0,-0.7415999592107273;0,0,1,0,0
-0.47810249192814014,-0.7278748240748407,-0.250572710730916,-0.32633776690614824,0.13668350028975884,0.024317547198109017,0.2413279244970608,0.5435903959144588,-0.19174040764788042,0.776388773905125,-0.5435052570577039,0.46121812740065354,-0.33664199048444965,0.0003741569024477611,0.13729505740356174,-0.2704631729104299,0.619861840387162,-0.36161933934928386,1.0,-0.6886331649971025;0,0,1,0,0
-0.17944725574153386,-0.6808652616359896,-0.5692942244024786,-0.3742767078590763,-0.07410165277418795,-0.04757660133671903,0.26986598454095523,0.41212577887077084,-0.07931451388151016,0.7569371072679755,-0.5838291719957741,0.5636131699926972,-0.281657530351457,0.15485170691987804,0.20014874872451344,-0.18430044755118316,0.5689111410354403,-0.4225101484735584,1.0,-0.7257965856642385;0,0,1,0,0
-0.24693774819620812,-0.38794116002013534,-0.38501997942034505,-0.0957420555991019,-0.09737180423823599,0.1964390775791083,-0.12181038994505025,0.5395758162697147,-0.5027764439640355,0.3973896738734555,-0.3267397289704704,0.1043869741426969,0.032244959488852296,-0.09755406959190838,0.39684691129565486,-0.2853194209438456,0.7454651097101197,-0.2474411320543654,1.0,-0.5547849432294871;0,0,1,0,0
-0.6403662030889647,-0.7955831993850024,-0.4822891863086375,-0.24230036808234645,0.1153210736796286,0.12737190730595446,0.47711230693968865,0.6622151717194783,-0.10282859896432361,0.9351457124886438,-0.7304955394224522,0.6920132769035146,-0.3757598368099934,0.1909170221498918,0.17730099937102553,-0.20707061045905445,0.44722099929804726,-0.7328654394913282,0.9677126284156828,-1.0;0,0,1,0,0
-0.3208739617190325,-0.8000180570603105,-0.5083733952621876,-0.3268768013586105,-0.08069263036905527,0.03212642506514696,0.2769953051643191,0.44444956669595936,0.08078418666304717,0.7989346334416761,-0.4627813872192743,0.6848350808197299,-0.3188442685283663,0.17122780048936298,0.12008361421765845,-0.1981804000609232,0.5226310667743261,-0.43851570964247,1.0,-0.6609786926688335;0,0,1,0,0
-0.29011239615572526,-0.7673888255416191,-0.585763153608079,-0.35760678944175944,-0.21453063248686297,-0.015679317357107474,0.1668024108160941,0.3543241577079489,0.029704972508138083,0.7780583156865934,-0.42449910408861335,0.6428199975164406,-0.23467023644128923,0.17667270255883954,0.20599028992161178,-0.16152050656927425,0.5244395820608656,-0.5710157038163135,1.0,-0.6598794591953088;0,0,1,0,0
-0.8739642028505138,-0.5821179980112696,-0.8069484395848412,-0.19252902939032138,-0.3890708714256277,0.14336362515984963,0.02812683468252667,0.4830981825867812,-0.014960581592327427,0.7267152800795492,-0.37951607557176,0.4502109960050148,-0.16960741288874015,-0.029273003968182353,0.1965869605859697,-0.4213963739104642,0.4615542097981989,-0.41000694366550694,0.9099270798806763,-0.6112031819688433;0,0,1,0,0
-0.4070581076969878,-0.4456191055673867,-0.5302176146878075,-0.0694365528500874,-0.1660308305705112,0.24429706113268995,-0.007315318146940815,0.6748969736072361,-0.47019710876550924,0.6035783703948188,-0.43035286799812156,0.16987643825122953,-0.056414923603170006,-0.14368721978212684,0.3451760711853361,-0.4070676139741404,0.638728323699422,-0.4287993723970006,1.0,-0.4551262549437177;0,0,1,0,0
-0.48149709179802724,-0.8378150552136892,-0.39011480235047924,-0.3253756975709122,0.09013352007580971,0.03011497501975331,0.3450223383629774,0.5576934339112267,-0.057454702935979145,0.8464132175672261,-0.49118416768777945,0.5737443205664234,-0.41583480659967015,0.032205033355128865,0.04881932466279622,-0.35447556676007286,0.47172014564578124,-0.6643331292425265,1.0,-0.869004467672595;0,0,1,0,0
-0.6059020791415154,-0.8607645875251511,-0.3843468507353115,-0.30651937278031527,0.12682684393871993,0.12736339658794815,0.41188239093639817,0.7187346007862763,0.0015188558676210665,1.0,-0.5595607372484303,0.7776273716592117,-0.4203108952122968,0.13942558334106986,-0.039821592972599906,-0.40524882956261105,0.38421808579042843,-0.6185988156180228,0.9994634473507717,-0.6236083165660632;0,0,1,0,0
-0.5614147909967849,-0.9453376205787785,-0.47170790580187927,-0.3733156228436798,-0.009075484311662973,0.08413596967398486,0.3549839228295818,0.5749674593908416,0.05538813627960356,0.9948966404870688,-0.5198498654428092,0.6975724079918483,-0.5292604501607721,0.16107091762425393,-0.029681130736740467,-0.24687098474487273,0.41837929053106154,-0.6401758206268382,0.9659163987138263,-0.7524115755627013;0,0,1,0,0
-0.5301724137931039,-0.9160509031198689,-0.6404291816007308,-0.399665634802701,-0.15848032818681035,-0.03798400645793716,0.31177392078351923,0.33064964780677597,0.2027547187423031,0.774425287356322,-0.3794757584506694,0.6643537291207131,-0.39738761538436906,0.13266779297705553,0.11371040350170628,-0.18431815624799056,0.48078761258697,-0.5854477372204725,1.0,-0.7266009852216752;0,0,1,0,0
-0.3303058174292941,-0.669349275695562,-0.39006744760590606,-0.23980301900162895,0.010805492030330873,0.1704941951068586,0.3272016555530007,0.6284001955725785,-0.11357763429232032,0.8402353696989885,-0.5448132828733475,0.4691677510176404,-0.41447214681533273,-0.03856755961141825,0.0685475781531391,-0.3495317124368823,0.4808927633822371,-0.47056794665440305,1.0,-0.6234766613014484;0,0,1,0,0
-0.8364867371545168,-0.8241513633834167,-0.7681926017862746,-0.28626756105355994,-0.24370343465087552,0.10077843118742734,0.28874321707036144,0.45309120445674633,0.335942306005139,1.0,-0.28561988872011956,0.8737197514208562,-0.3185515840198998,0.27477491920817654,0.08830422784158566,-0.21499686371619148,0.4649405946763687,-0.6997774067890927,0.9185679836764977,-0.9070673344462992;0,0,1,0,0
-0.5409482758620693,-0.6815967016491757,-0.6011482349913642,-0.31527698424711637,-0.19960723221558346,0.03493174829416179,0.1683292960210047,0.42460180021491806,0.02813431588882949,0.7789542728635682,-0.3935532233883061,0.5446922796955995,-0.19619807669409295,0.0858157678485153,0.19674031902135677,-0.26692397719227173,0.5569087282699071,-0.5214816846821276,1.0,-0.6279985007496255;0,0,1,0,0
-0.4989754098360652,-0.6912831021437575,-0.6717070934037908,-0.3568426545639421,-0.309350237484344,0.029914645661914423,0.0048597215238665396,0.43702557062456243,-0.13038109457968702,0.7738808322824717,-0.4538934426229505,0.48278698935930225,-0.08313343643746338,0.12848345110963333,0.32267224066843686,-0.2044554523330901,0.5649389338595161,-0.5470609721296434,1.0,-0.5109552332912985;0,0,1,0,0
-0.4302279088364657,-0.7981807277089166,-0.5825741853738533,-0.3667605108436651,-0.10364704525881942,-0.02193547784732236,0.27934912720479327,0.42571231564076983,0.19624187101055457,0.9388843236842069,-0.3459793329873234,0.8330490556572194,-0.34266293482606985,0.2321801018539405,0.07124956688513764,-0.2050960283005716,0.48491848548154587,-0.518884144425071,1.0,-0.6668332666933228;0,0,1,0,0
-0.7251565638662417,-0.9658513529481269,-0.5876164787082675,-0.44877682373957944,-0.027255067372832342,-0.0865461132912893,0.24093111189885366,0.4986601176219105,-0.028428987462731772,0.9835755642207263,-0.6078736450810958,0.736836584251216,-0.4471029131249238,0.15347181304221097,0.09544625542894312,-0.2510648304023566,0.5347766418218322,-0.6636644972386758,1.0,-0.9658513529481269;0,0,1,0,0
-0.31950040290088577,-0.9617244157937143,-0.6713671770077887,-0.5217335944828438,-0.223071930413883,-0.07359570156618,0.20557801314081847,0.44029919039659715,0.07190669883645393,0.9237248384335002,-0.5991378383279712,0.9383561643835613,-0.3150672811137394,0.40612288143606057,0.18337463228268208,-0.03953901584432545,0.6009058677791259,-0.43392425463335993,1.0,-0.8561643835616434;0,0,1,0,0
0.32437735849056626,-1.0,-0.1048640310605337,-0.8696265349772019,-0.3141132075471696,-0.47789671678488393,0.0023207242039517966,-0.19450946447529371,0.36013084425448405,0.06820631595259696,0.4330566037735851,0.510560525893681,0.09028096453399648,0.7388679245283019,-0.3201682470562283,0.6105487340758469,-0.19773176369616646,0.2013544052056006,0.05267924528301909,-0.17132075471698116;0,0,0,1,0
0.2443109987357777,-1.0,-0.0709018120522544,-0.7592062673129248,0.07338962846604097,-0.35423363322801726,0.33409532429038424,7.358349062140668e-05,0.3875895490939741,0.43212507948129975,0.07935688833947158,0.6477033291192587,-0.3513939988594078,0.5964568228852194,-0.48356819414336305,0.2293541191328281,-0.15527200879563025,-0.04003371260008412,0.27296670880741697,-0.09734513274336268;0,0,0,1,0
0.4758006010985594,-0.9394755933257333,0.0029684714037593683,-0.9243444916571666,-0.26562338066120833,-0.535694101445217,-0.07633625061321983,-0.08441998986081045,0.31561991659155175,0.2470117706696944,0.5211939061042594,0.6834530273057766,0.12153713589395862,0.8308633018965693,-0.3516295083252844,0.6895080772188479,-0.43661671981874295,0.26498388009763724,-0.008394652295574645,0.044046015131101485;0,0,0,1,0
0.5233153815841318,-0.9666360173387627,0.011959047297517879,-0.9724214143013276,-0.13763595805428358,-0.5265759291563455,0.18813582397088863,-0.11739419047807992,0.4232234336004198,0.3454362597631053,0.2837531150419825,0.7945433280953964,-0.23515426889898067,0.8455855297147002,-0.5443320635754634,0.4729454970899147,-0.2779129520308138,0.09291680702814785,0.20635754630237702,-0.0658084854853542;0,0,0,1,0
0.17344325276132522,-1.0,-0.11005282535617114,-0.7402467778392704,-0.03900226612320631,-0.33730545165226017,0.2601430822563163,-0.03816010327273755,0.4128957339751064,0.3346532656359009,0.31885806935797695,0.7009764687049782,-0.10242577606444336,0.6870842632156993,-0.3959690403974041,0.41506025366374516,-0.30969950155350434,0.03034710398818962,0.0008804226028491673,-0.23579318072674896;0,0,0,1,0
0.3133258137286497,-1.0,-0.003291045289955665,-0.8424471992896561,-0.03480502739284565,-0.4464189248051794,0.10327163365098255,-0.08163007437350983,0.26530776667740896,0.2713331542748701,0.27374171153761695,0.6584079067191064,-0.10617472275986362,0.6566226232678054,-0.3650059196773167,0.3744397780345752,-0.27056850975540553,0.04006577047084222,0.09724460199806638,-0.07565259426361581;0,0,0,1,0
0.40411971180491435,-1.0,-0.0082209495658598,-0.9012067106459276,-0.02152226122298155,-0.45210747253059164,0.18369917533274802,-0.0632064223025744,0.40411971180491435,0.30671533282209207,0.22676535157427696,0.6781839231413673,-0.21009345449231318,0.6470098154134694,-0.4320841525492335,0.3128473532932753,-0.3003419332445383,-0.08220949565859952,0.09818954369111417,-0.21522261222981698;0,0,0,1,0
0.17419221209610633,-1.0,-0.09617508975421134,-0.78962349194619,-0.03849468814950921,-0.41764112995822883,0.16872908500813383,-0.0960458390459949,0.284797017398509,0.25989739866244466,0.20156189839891825,0.5976249654791498,-0.17024309617186506,0.6222038111019059,-0.35425296879315094,0.3511696358321766,-0.12751538791358258,0.051362391503751506,0.19877105771886247,-0.11516155758077856;0,0,0,1,0
0.3893951143854209,-1.0,0.0016267928246333167,-0.8604868160894644,-0.10251212492874459,-0.4564327571791129,0.13912517650181533,-0.09492872035743284,0.3321054672353627,0.2768498431186906,0.251976929636298,0.6651421087506737,-0.18396926918318218,0.6709480418766961,-0.4317564947654126,0.36950635020814393,-0.23357366604166274,0.02003657353533623,0.16978480031019796,-0.11201046917409864;0,0,0,1,0
0.22530909090909104,-0.9883636363636363,-0.13231266892706733,-0.8634691492547506,-0.04292181304689687,-0.45980090138852736,0.17538359281926558,-0.09411825439213335,0.353309090909091,0.28335019672688144,0.2985035721588185,0.6523636363636364,-0.11854430812499792,0.6174545454545455,-0.39141818181818167,0.33739716106270184,-0.20178185674839488,0.02284849770401047,0.20203636363636376,-0.05745454545454545;0,0,0,1,0
0.11670216542420987,-1.0,-0.18504497204022333,-0.7909856682731214,-0.09277206782162514,-0.43838403624672867,0.12842269993448413,-0.1316944459654092,0.30208062025676374,0.20361889565254426,0.28524581237464436,0.5558972476182554,-0.07280781441471491,0.5687434812899356,-0.3030294685666299,0.2751771319033391,-0.16659941741491108,0.0031061412850549577,0.19559815406460745,-0.06451899183528582;0,0,0,1,0
